source_record_key,survey_wave,hhid,year,country,region,positive_rate,sampled_member_count,wealth_index,water_source,water_minutes,head_age,female_head,electricity,poorwater,floor_material,wall_material,bednets
noria_2015:376,Noria 2015,02000055,2015,Noria,Region 4,0.250000,4,-0.375540,piped on premises,0,48,0,0,0,dirt,finished,1
noria_2015:377,Noria 2015,02000056,2015,Noria,Region 1,1.000000,1,-0.611620,"river, dam, lake, pond, stream, canal or irrigation channel",51,51,0,0,1,dirt,natural,2
noria_2015:378,Noria 2015,02000057,2015,Noria,Region 2,1.000000,2,-2.206450,public tap,42,35,1,0,0,dirt,natural,3
noria_2015:379,Noria 2015,02000058,2015,Noria,Region 3,0.666667,3,-0.027990,public tap,16,39,1,1,0,cement,finished,2
noria_2015:380,Noria 2015,02000059,2015,Noria,Region 4,0.000000,4,0.570240,piped on premises,0,62,0,0,0,cement,finished,1
noria_2015:381,Noria 2015,02000060,2015,Noria,Region 1,0.000000,1,-0.098790,protected well,24,40,0,0,0,cement,finished,1
noria_2015:382,Noria 2015,02000061,2015,Noria,Region 2,0.500000,2,-0.923270,"river, dam, lake, pond, stream, canal or irrigation channel",21,57,0,0,1,dirt,natural,3
noria_2015:383,Noria 2015,02000062,2015,Noria,Region 3,0.666667,3,-0.131160,public tap,30,61,0,0,0,cement,finished,3
noria_2015:384,Noria 2015,02000063,2015,Noria,Region 4,0.500000,4,-0.403390,"river, dam, lake, pond, stream, canal or irrigation channel",51,48,0,0,1,dirt,finished,3
noria_2015:385,Noria 2015,02000064,2015,Noria,Region 1,0.000000,1,-1.266830,unprotected well,46,29,0,0,1,dirt,natural,3
noria_2015:386,Noria 2015,02000065,2015,Noria,Region 2,0.000000,2,-0.066390,"river, dam, lake, pond, stream, canal or irrigation channel",56,63,0,1,1,cement,finished,1
noria_2015:387,Noria 2015,02000066,2015,Noria,Region 3,0.333333,3,-0.639610,"river, dam, lake, pond, stream, canal or irrigation channel",17,50,0,0,1,dirt,natural,3
noria_2015:388,Noria 2015,02000067,2015,Noria,Region 4,0.250000,4,-1.337880,"river, dam, lake, pond, stream, canal or irrigation channel",,48,0,0,1,dirt,natural,3
noria_2015:389,Noria 2015,02000068,2015,Noria,Region 1,0.000000,1,-0.589130,public tap,54,43,0,1,0,dirt,natural,1
noria_2015:390,Noria 2015,02000069,2015,Noria,Region 2,0.500000,2,-1.174460,protected well,25,52,0,0,0,dirt,natural,1
noria_2015:391,Noria 2015,02000070,2015,Noria,Region 3,0.000000,3,-2.043660,protected well,29,43,1,0,0,dirt,natural,3
noria_2015:392,Noria 2015,02000071,2015,Noria,Region 4,0.500000,4,0.880170,protected well,24,58,0,1,0,cement,finished,2
noria_2015:393,Noria 2015,02000072,2015,Noria,Region 1,1.000000,1,-1.518760,protected well,34,57,1,0,0,dirt,natural,2
noria_2015:394,Noria 2015,02000073,2015,Noria,Region 2,0.000000,2,-0.072130,"river, dam, lake, pond, stream, canal or irrigation channel",43,39,0,0,1,cement,finished,2
noria_2015:395,Noria 2015,02000074,2015,Noria,Region 3,0.000000,3,-0.246890,protected well,7,55,1,1,0,cement,finished,2
noria_2015:396,Noria 2015,02000075,2015,Noria,Region 4,0.500000,4,0.376730,unprotected well,23,64,0,1,1,cement,finished,1
noria_2015:397,Noria 2015,02000076,2015,Noria,Region 1,1.000000,1,0.231270,unprotected well,32,39,0,1,1,cement,finished,2
noria_2015:398,Noria 2015,02000077,2015,Noria,Region 2,1.000000,2,0.103710,piped on premises,0,70,0,0,0,cement,finished,2
noria_2015:399,Noria 2015,02000078,2015,Noria,Region 3,1.000000,3,-0.921370,protected well,26,66,0,0,0,dirt,natural,0
noria_2015:400,Noria 2015,02000079,2015,Noria,Region 4,0.750000,4,-0.867710,"river, dam, lake, pond, stream, canal or irrigation channel",49,46,0,0,1,dirt,natural,1
noria_2015:401,Noria 2015,02000080,2015,Noria,Region 1,1.000000,1,-1.875540,"river, dam, lake, pond, stream, canal or irrigation channel",30,61,0,0,1,dirt,natural,2
noria_2015:402,Noria 2015,02000081,2015,Noria,Region 2,0.000000,2,0.729100,piped on premises,0,65,0,1,0,cement,finished,2
noria_2015:403,Noria 2015,02000082,2015,Noria,Region 3,0.666667,3,-0.390020,protected well,,35,0,0,0,dirt,finished,2
noria_2015:404,Noria 2015,02000083,2015,Noria,Region 4,0.500000,4,0.103010,public tap,18,49,0,0,0,cement,finished,2
noria_2015:405,Noria 2015,02000084,2015,Noria,Region 1,0.000000,1,-0.592990,"river, dam, lake, pond, stream, canal or irrigation channel",43,40,0,0,1,dirt,natural,3
noria_2015:406,Noria 2015,02000085,2015,Noria,Region 2,0.500000,2,0.799780,unprotected well,17,61,0,1,1,cement,finished,3
noria_2015:407,Noria 2015,02000086,2015,Noria,Region 3,0.666667,3,-1.174340,public tap,38,63,0,0,0,dirt,natural,2
noria_2015:408,Noria 2015,02000087,2015,Noria,Region 4,0.750000,4,-1.500300,"river, dam, lake, pond, stream, canal or irrigation channel",43,41,0,0,1,dirt,natural,0
noria_2015:409,Noria 2015,02000088,2015,Noria,Region 1,1.000000,1,0.168710,protected well,27,36,0,0,0,cement,finished,1
noria_2015:410,Noria 2015,02000089,2015,Noria,Region 2,0.000000,2,-0.575240,protected well,49,,0,0,0,dirt,natural,2
noria_2015:411,Noria 2015,02000090,2015,Noria,Region 3,0.666667,3,-2.024070,"river, dam, lake, pond, stream, canal or irrigation channel",40,60,0,0,1,dirt,natural,2
noria_2015:412,Noria 2015,02000091,2015,Noria,Region 4,0.000000,4,0.073810,piped on premises,0,54,0,0,0,cement,finished,3
noria_2015:413,Noria 2015,02000092,2015,Noria,Region 1,1.000000,1,0.613550,unprotected well,8,51,0,1,1,cement,finished,2
noria_2015:414,Noria 2015,02000093,2015,Noria,Region 2,0.000000,2,-1.146600,"river, dam, lake, pond, stream, canal or irrigation channel",51,42,0,1,1,dirt,natural,2
noria_2015:415,Noria 2015,02000094,2015,Noria,Region 3,0.666667,3,-1.116750,protected well,37,59,0,0,0,dirt,natural,3
noria_2015:416,Noria 2015,02000095,2015,Noria,Region 4,0.500000,4,0.452210,piped on premises,0,37,1,0,0,cement,finished,3
noria_2015:417,Noria 2015,02000096,2015,Noria,Region 1,0.000000,1,-0.444590,unprotected well,8,64,0,1,1,dirt,finished,2
noria_2015:418,Noria 2015,02000097,2015,Noria,Region 2,0.000000,2,0.401790,piped on premises,0,25,1,1,0,cement,finished,1
noria_2015:419,Noria 2015,02000098,2015,Noria,Region 3,0.000000,3,0.370520,piped on premises,0,40,0,1,0,cement,finished,2
noria_2015:420,Noria 2015,02000099,2015,Noria,Region 4,0.750000,4,-0.386820,unprotected well,44,63,0,0,1,dirt,finished,3
noria_2015:421,Noria 2015,02000100,2015,Noria,Region 1,1.000000,1,-0.668710,protected well,25,43,0,0,0,dirt,natural,2
noria_2015:422,Noria 2015,02000101,2015,Noria,Region 2,1.000000,2,-0.653260,public tap,43,37,0,0,0,dirt,natural,3
noria_2015:423,Noria 2015,02000102,2015,Noria,Region 3,0.333333,3,-0.086100,protected well,37,40,0,0,0,cement,finished,3
noria_2015:424,Noria 2015,02000103,2015,Noria,Region 4,0.500000,4,-0.307980,unprotected well,31,63,0,0,1,dirt,finished,2
noria_2015:425,Noria 2015,02000104,2015,Noria,Region 1,1.000000,1,-0.280190,piped on premises,0,35,0,0,0,cement,finished,3
noria_2015:426,Noria 2015,02000105,2015,Noria,Region 2,0.500000,2,-0.060050,"river, dam, lake, pond, stream, canal or irrigation channel",16,45,0,1,1,cement,finished,5
noria_2015:427,Noria 2015,02000106,2015,Noria,Region 3,0.666667,3,0.178620,unprotected well,44,24,0,0,1,cement,finished,2
noria_2015:428,Noria 2015,02000107,2015,Noria,Region 4,0.500000,4,-0.404260,"river, dam, lake, pond, stream, canal or irrigation channel",31,66,0,0,1,dirt,finished,4
noria_2015:429,Noria 2015,02000108,2015,Noria,Region 1,1.000000,1,-1.124820,"river, dam, lake, pond, stream, canal or irrigation channel",44,34,0,0,1,dirt,natural,2
noria_2015:430,Noria 2015,02000109,2015,Noria,Region 2,0.500000,2,-1.877620,protected well,43,47,0,0,0,dirt,natural,2
noria_2015:431,Noria 2015,02000110,2015,Noria,Region 3,0.000000,3,1.270130,piped on premises,0,53,0,1,0,cement,finished,2
noria_2015:432,Noria 2015,02000111,2015,Noria,Region 4,0.250000,4,0.208790,public tap,40,64,0,1,0,cement,finished,0
noria_2015:433,Noria 2015,02000112,2015,Noria,Region 1,0.000000,1,-0.783670,piped on premises,0,41,0,0,0,dirt,natural,1
noria_2015:434,Noria 2015,02000113,2015,Noria,Region 2,0.500000,2,-1.628500,protected well,11,35,0,0,0,dirt,natural,3
noria_2015:435,Noria 2015,02000114,2015,Noria,Region 3,0.000000,3,-0.047690,protected well,36,70,1,0,0,cement,finished,2
noria_2015:436,Noria 2015,02000115,2015,Noria,Region 4,0.750000,4,-1.228050,"river, dam, lake, pond, stream, canal or irrigation channel",30,39,0,0,1,dirt,natural,0
noria_2015:437,Noria 2015,02000116,2015,Noria,Region 1,0.000000,1,1.250420,protected well,3,68,0,1,0,cement,finished,3
noria_2015:438,Noria 2015,02000117,2015,Noria,Region 2,0.000000,2,0.514980,protected well,24,35,0,1,0,cement,finished,2
noria_2015:439,Noria 2015,02000118,2015,Noria,Region 3,0.000000,3,0.197430,public tap,37,19,0,1,0,cement,finished,2
noria_2015:440,Noria 2015,02000119,2015,Noria,Region 4,0.250000,4,-0.147420,protected well,6,50,0,0,0,cement,finished,3
noria_2015:441,Noria 2015,02000120,2015,Noria,Region 1,1.000000,1,-0.824400,public tap,65,54,0,0,0,dirt,natural,3
noria_2015:442,Noria 2015,02000121,2015,Noria,Region 2,0.500000,2,-1.453720,unprotected well,22,39,0,0,1,dirt,natural,2
noria_2015:443,Noria 2015,02000122,2015,Noria,Region 3,0.333333,3,-0.123960,protected well,19,75,0,0,0,cement,finished,3
noria_2015:444,Noria 2015,02000123,2015,Noria,Region 4,0.250000,4,0.762620,piped on premises,,41,0,1,0,cement,finished,2
noria_2015:445,Noria 2015,02000124,2015,Noria,Region 1,1.000000,1,-0.872110,public tap,52,42,0,0,0,dirt,natural,3
noria_2015:446,Noria 2015,02000125,2015,Noria,Region 2,0.000000,2,0.985610,piped on premises,0,54,0,1,0,cement,finished,1
noria_2015:447,Noria 2015,02000126,2015,Noria,Region 3,0.000000,3,1.050940,piped on premises,0,53,0,1,0,cement,finished,2
noria_2015:448,Noria 2015,02000127,2015,Noria,Region 4,0.750000,4,-1.206150,protected well,47,54,0,0,0,dirt,natural,3
noria_2015:449,Noria 2015,02000128,2015,Noria,Region 1,0.000000,1,1.681280,piped on premises,0,58,0,1,0,cement,finished,1
noria_2015:450,Noria 2015,02000129,2015,Noria,Region 2,0.500000,2,0.676840,public tap,26,58,1,1,0,cement,finished,3
noria_2015:451,Noria 2015,02000130,2015,Noria,Region 3,0.333333,3,-0.303000,protected well,43,43,1,0,0,dirt,finished,2
noria_2015:452,Noria 2015,02000131,2015,Noria,Region 4,0.750000,4,-1.111600,"river, dam, lake, pond, stream, canal or irrigation channel",40,,0,0,1,dirt,natural,1
noria_2015:453,Noria 2015,02000132,2015,Noria,Region 1,1.000000,1,-0.196920,public tap,41,44,0,0,0,cement,finished,4
noria_2015:454,Noria 2015,02000133,2015,Noria,Region 2,1.000000,2,-0.881740,"river, dam, lake, pond, stream, canal or irrigation channel",59,58,0,0,1,dirt,natural,2
noria_2015:455,Noria 2015,02000134,2015,Noria,Region 3,0.333333,3,-0.368970,"river, dam, lake, pond, stream, canal or irrigation channel",,46,0,0,1,dirt,finished,4
noria_2015:456,Noria 2015,02000135,2015,Noria,Region 4,0.000000,4,0.925060,public tap,56,48,1,0,0,cement,finished,1
noria_2015:457,Noria 2015,02000136,2015,Noria,Region 1,0.000000,1,-1.352560,public tap,50,35,0,0,0,dirt,natural,1
noria_2015:458,Noria 2015,02000137,2015,Noria,Region 2,0.500000,2,0.958120,piped on premises,0,35,0,1,0,cement,finished,4
noria_2015:459,Noria 2015,02000138,2015,Noria,Region 3,0.666667,3,-0.403400,piped on premises,0,49,0,0,0,dirt,finished,3
noria_2015:460,Noria 2015,02000139,2015,Noria,Region 4,0.500000,4,2.060460,piped on premises,0,53,0,1,0,cement,finished,3
noria_2015:461,Noria 2015,02000140,2015,Noria,Region 1,0.000000,1,-0.204020,protected well,36,57,0,0,0,cement,finished,1
noria_2015:462,Noria 2015,02000141,2015,Noria,Region 2,0.000000,2,-0.140000,public tap,30,55,1,0,0,cement,finished,1
noria_2015:463,Noria 2015,02000142,2015,Noria,Region 3,0.666667,3,-1.422410,unprotected well,34,59,0,0,1,dirt,natural,2
noria_2015:464,Noria 2015,02000143,2015,Noria,Region 4,0.250000,4,0.068260,protected well,34,42,0,1,0,cement,finished,2
noria_2015:465,Noria 2015,02000144,2015,Noria,Region 1,1.000000,1,-0.531480,piped on premises,0,44,0,0,0,dirt,natural,2
noria_2015:466,Noria 2015,02000145,2015,Noria,Region 2,0.000000,2,0.046390,protected well,43,45,1,0,0,cement,finished,3
noria_2015:467,Noria 2015,02000146,2015,Noria,Region 3,0.333333,3,0.919180,protected well,25,55,0,1,0,cement,finished,1
noria_2015:468,Noria 2015,02000147,2015,Noria,Region 4,0.000000,4,-0.091520,protected well,43,61,0,0,0,cement,finished,1
noria_2015:469,Noria 2015,02000148,2015,Noria,Region 1,1.000000,1,-0.722870,"river, dam, lake, pond, stream, canal or irrigation channel",26,38,0,0,1,dirt,natural,2
noria_2015:470,Noria 2015,02000149,2015,Noria,Region 2,0.500000,2,-0.850670,public tap,29,40,0,0,0,dirt,natural,4
noria_2015:471,Noria 2015,02000150,2015,Noria,Region 3,0.666667,3,0.434340,piped on premises,0,41,0,1,0,cement,finished,3
noria_2015:472,Noria 2015,02000151,2015,Noria,Region 4,0.250000,4,-0.553560,"river, dam, lake, pond, stream, canal or irrigation channel",5,53,0,0,1,dirt,natural,0
noria_2015:473,Noria 2015,02000152,2015,Noria,Region 1,1.000000,1,0.555460,public tap,35,38,0,1,0,cement,finished,2
noria_2015:474,Noria 2015,02000153,2015,Noria,Region 2,0.500000,2,-0.675470,unprotected well,38,38,0,1,1,dirt,natural,1
noria_2015:475,Noria 2015,02000154,2015,Noria,Region 3,0.666667,3,0.661120,piped on premises,0,37,0,0,0,cement,finished,1
noria_2015:476,Noria 2015,02000155,2015,Noria,Region 4,0.000000,4,0.208220,piped on premises,0,49,0,1,0,cement,finished,1
noria_2015:477,Noria 2015,02000156,2015,Noria,Region 1,0.000000,1,0.527390,piped on premises,0,42,0,1,0,cement,finished,2
noria_2015:478,Noria 2015,02000157,2015,Noria,Region 2,0.500000,2,-1.226160,"river, dam, lake, pond, stream, canal or irrigation channel",47,39,0,0,1,dirt,natural,
noria_2015:479,Noria 2015,02000158,2015,Noria,Region 3,0.666667,3,-1.427040,"river, dam, lake, pond, stream, canal or irrigation channel",39,48,0,0,1,dirt,natural,3
noria_2015:480,Noria 2015,02000159,2015,Noria,Region 4,0.750000,4,-0.805550,unprotected well,16,42,0,0,1,dirt,natural,3
noria_2015:481,Noria 2015,02000160,2015,Noria,Region 1,1.000000,1,-2.091200,"river, dam, lake, pond, stream, canal or irrigation channel",64,81,1,0,1,dirt,natural,3
noria_2015:482,Noria 2015,02000161,2015,Noria,Region 2,0.000000,2,-0.600290,unprotected well,32,86,0,0,1,dirt,natural,3
noria_2015:483,Noria 2015,02000162,2015,Noria,Region 3,0.000000,3,1.005230,unprotected well,29,50,0,1,1,cement,finished,3
noria_2015:484,Noria 2015,02000163,2015,Noria,Region 4,0.750000,4,0.134880,protected well,26,20,1,1,0,cement,finished,1
noria_2015:485,Noria 2015,02000164,2015,Noria,Region 1,0.000000,1,-0.497550,protected well,,49,0,0,0,dirt,natural,3
noria_2015:486,Noria 2015,02000165,2015,Noria,Region 2,0.500000,2,-0.690750,protected well,24,63,0,0,0,dirt,natural,1
noria_2015:487,Noria 2015,02000166,2015,Noria,Region 3,0.333333,3,-0.401380,public tap,36,47,0,0,0,dirt,finished,3
noria_2015:488,Noria 2015,02000167,2015,Noria,Region 4,0.750000,4,-1.655010,public tap,30,54,0,0,0,dirt,natural,3
noria_2015:489,Noria 2015,02000168,2015,Noria,Region 1,0.000000,1,0.643210,public tap,27,40,0,1,0,cement,finished,2
noria_2015:490,Noria 2015,02000169,2015,Noria,Region 2,1.000000,2,-1.745200,"river, dam, lake, pond, stream, canal or irrigation channel",48,42,0,0,1,dirt,natural,3
noria_2015:491,Noria 2015,02000170,2015,Noria,Region 3,0.666667,3,-0.896570,protected well,40,41,0,0,0,dirt,natural,3
noria_2015:492,Noria 2015,02000171,2015,Noria,Region 4,0.000000,4,0.172950,"river, dam, lake, pond, stream, canal or irrigation channel",26,57,0,1,1,cement,finished,1
noria_2015:493,Noria 2015,02000172,2015,Noria,Region 1,0.000000,1,0.279330,public tap,19,27,0,0,0,cement,finished,3
noria_2015:494,Noria 2015,02000173,2015,Noria,Region 2,0.500000,2,0.008040,unprotected well,51,50,0,0,1,cement,finished,3
noria_2015:495,Noria 2015,02000174,2015,Noria,Region 3,0.333333,3,-0.455790,"river, dam, lake, pond, stream, canal or irrigation channel",49,48,0,1,1,dirt,natural,2
noria_2015:496,Noria 2015,02000175,2015,Noria,Region 4,0.000000,4,1.239250,protected well,21,45,0,1,0,cement,finished,2
noria_2015:497,Noria 2015,02000176,2015,Noria,Region 1,1.000000,1,0.609570,piped on premises,0,53,0,1,0,cement,finished,2
noria_2015:498,Noria 2015,02000177,2015,Noria,Region 2,0.500000,2,-1.203870,public tap,41,56,0,0,0,dirt,natural,1
noria_2015:499,Noria 2015,02000178,2015,Noria,Region 3,0.333333,3,-0.532860,public tap,24,,0,0,0,dirt,natural,3
noria_2015:500,Noria 2015,02000179,2015,Noria,Region 4,0.250000,4,1.729360,protected well,28,43,0,1,0,cement,finished,1
noria_2015:501,Noria 2015,02000180,2015,Noria,Region 1,0.000000,1,-0.332660,public tap,34,62,0,0,0,dirt,finished,4
noria_2015:502,Noria 2015,02000181,2015,Noria,Region 2,0.500000,2,-0.641290,public tap,17,54,0,0,0,dirt,natural,1
noria_2015:503,Noria 2015,02000182,2015,Noria,Region 3,0.333333,3,-0.367240,protected well,23,64,0,1,0,dirt,finished,4
noria_2015:504,Noria 2015,02000183,2015,Noria,Region 4,1.000000,4,-0.851020,"river, dam, lake, pond, stream, canal or irrigation channel",35,39,0,0,1,dirt,natural,2
noria_2015:505,Noria 2015,02000184,2015,Noria,Region 1,0.000000,1,0.004640,unprotected well,51,64,0,1,1,cement,finished,2
noria_2015:506,Noria 2015,02000185,2015,Noria,Region 2,0.000000,2,0.418700,protected well,20,63,0,1,0,cement,finished,1
noria_2015:507,Noria 2015,02000186,2015,Noria,Region 3,0.333333,3,0.084290,unprotected well,32,50,0,1,1,cement,finished,3
noria_2015:508,Noria 2015,02000187,2015,Noria,Region 4,0.750000,4,-0.839600,public tap,23,53,0,0,0,dirt,natural,2
noria_2015:509,Noria 2015,02000188,2015,Noria,Region 1,0.000000,1,-0.974450,"river, dam, lake, pond, stream, canal or irrigation channel",40,55,0,0,1,dirt,natural,3
noria_2015:510,Noria 2015,02000189,2015,Noria,Region 2,0.000000,2,2.745310,protected well,1,46,0,1,0,cement,finished,2
noria_2015:511,Noria 2015,02000190,2015,Noria,Region 3,0.000000,3,-0.253910,piped on premises,0,77,0,1,0,cement,finished,3
noria_2015:512,Noria 2015,02000191,2015,Noria,Region 4,0.000000,4,0.879870,piped on premises,0,39,0,1,0,cement,finished,3
noria_2015:513,Noria 2015,02000192,2015,Noria,Region 1,1.000000,1,-0.385140,protected well,47,52,0,0,0,dirt,finished,1
noria_2015:514,Noria 2015,02000193,2015,Noria,Region 2,0.500000,2,0.268420,piped on premises,0,51,0,0,0,cement,finished,3
noria_2015:515,Noria 2015,02000194,2015,Noria,Region 3,0.333333,3,-0.912260,unprotected well,29,35,0,0,1,dirt,natural,3
noria_2015:516,Noria 2015,02000195,2015,Noria,Region 4,0.000000,4,0.869610,piped on premises,0,55,0,1,0,cement,finished,1
noria_2015:517,Noria 2015,02000196,2015,Noria,Region 1,0.000000,1,0.384890,protected well,38,59,0,1,0,cement,finished,2
noria_2015:518,Noria 2015,02000197,2015,Noria,Region 2,0.500000,2,-0.578740,"river, dam, lake, pond, stream, canal or irrigation channel",33,56,0,0,1,dirt,natural,4
noria_2015:519,Noria 2015,02000198,2015,Noria,Region 3,0.000000,3,1.330000,piped on premises,0,33,0,1,0,cement,finished,4
noria_2015:520,Noria 2015,02000199,2015,Noria,Region 4,0.500000,4,-1.131050,public tap,70,21,0,0,0,dirt,natural,2
noria_2015:521,Noria 2015,02000200,2015,Noria,Region 1,1.000000,1,-0.845360,"river, dam, lake, pond, stream, canal or irrigation channel",49,57,0,0,1,dirt,natural,2
noria_2015:522,Noria 2015,02000201,2015,Noria,Region 2,1.000000,2,-0.225600,"river, dam, lake, pond, stream, canal or irrigation channel",,39,0,0,1,cement,finished,4
noria_2015:523,Noria 2015,02000202,2015,Noria,Region 3,0.666667,3,-0.928560,unprotected well,42,63,0,0,1,dirt,natural,3
noria_2015:524,Noria 2015,02000203,2015,Noria,Region 4,0.250000,4,-0.389920,piped on premises,0,47,0,0,0,dirt,finished,2
noria_2015:525,Noria 2015,02000204,2015,Noria,Region 1,0.000000,1,0.351210,"river, dam, lake, pond, stream, canal or irrigation channel",58,56,0,1,1,cement,finished,1
noria_2015:526,Noria 2015,02000205,2015,Noria,Region 2,0.500000,2,0.890590,piped on premises,,70,0,0,0,cement,finished,1
noria_2015:527,Noria 2015,02000206,2015,Noria,Region 3,0.333333,3,-1.040220,"river, dam, lake, pond, stream, canal or irrigation channel",26,39,0,0,1,dirt,natural,4
noria_2015:528,Noria 2015,02000207,2015,Noria,Region 4,0.250000,4,-0.205800,piped on premises,0,36,0,1,0,cement,finished,2
noria_2015:529,Noria 2015,02000208,2015,Noria,Region 1,0.000000,1,-0.495670,piped on premises,0,53,0,0,0,dirt,natural,2
noria_2015:530,Noria 2015,02000209,2015,Noria,Region 2,0.000000,2,1.101220,piped on premises,0,55,0,1,0,cement,finished,2
noria_2015:531,Noria 2015,02000210,2015,Noria,Region 3,0.000000,3,1.371780,protected well,26,26,0,1,0,cement,finished,2
noria_2015:532,Noria 2015,02000211,2015,Noria,Region 4,0.000000,4,-0.165110,protected well,37,48,0,1,0,cement,finished,3
noria_2015:533,Noria 2015,02000212,2015,Noria,Region 1,0.000000,1,-0.323230,unprotected well,17,63,0,1,1,dirt,finished,3
noria_2015:534,Noria 2015,02000213,2015,Noria,Region 2,0.500000,2,-2.000790,"river, dam, lake, pond, stream, canal or irrigation channel",20,66,0,0,1,dirt,natural,2
noria_2015:535,Noria 2015,02000214,2015,Noria,Region 3,0.333333,3,0.344080,piped on premises,0,29,0,0,0,cement,finished,1
noria_2015:536,Noria 2015,02000215,2015,Noria,Region 4,0.500000,4,-0.592960,unprotected well,4,44,0,0,1,dirt,natural,3
noria_2015:537,Noria 2015,02000216,2015,Noria,Region 1,1.000000,1,0.158390,piped on premises,0,59,0,0,0,cement,finished,2
noria_2015:538,Noria 2015,02000217,2015,Noria,Region 2,0.500000,2,-0.936150,public tap,31,67,0,0,0,dirt,natural,5
noria_2015:539,Noria 2015,02000218,2015,Noria,Region 3,0.000000,3,0.640380,public tap,51,43,0,1,0,cement,finished,3
noria_2015:540,Noria 2015,02000219,2015,Noria,Region 4,0.500000,4,-0.687180,unprotected well,32,59,0,0,1,dirt,natural,2
noria_2015:541,Noria 2015,02000220,2015,Noria,Region 1,0.000000,1,-0.784150,piped on premises,0,42,0,0,0,dirt,natural,3
noria_2015:542,Noria 2015,02000221,2015,Noria,Region 2,1.000000,2,-0.948290,unprotected well,20,32,0,0,1,dirt,natural,2
noria_2015:543,Noria 2015,02000222,2015,Noria,Region 3,1.000000,3,-1.571620,unprotected well,32,46,0,0,1,dirt,natural,2
noria_2015:544,Noria 2015,02000223,2015,Noria,Region 4,0.000000,4,0.787930,unprotected well,31,61,0,1,1,cement,finished,2
noria_2015:545,Noria 2015,02000224,2015,Noria,Region 1,1.000000,1,-0.190050,public tap,38,27,0,0,0,cement,finished,4
noria_2015:546,Noria 2015,02000225,2015,Noria,Region 2,0.500000,2,-0.628570,"river, dam, lake, pond, stream, canal or irrigation channel",40,29,0,0,1,dirt,natural,2
noria_2015:547,Noria 2015,02000226,2015,Noria,Region 3,0.666667,3,-1.213860,public tap,13,26,0,0,0,dirt,natural,3
noria_2015:548,Noria 2015,02000227,2015,Noria,Region 4,0.250000,4,0.121400,public tap,43,37,0,1,0,cement,finished,1
noria_2015:549,Noria 2015,02000228,2015,Noria,Region 1,0.000000,1,-0.168330,public tap,22,37,0,0,0,cement,finished,0
noria_2015:550,Noria 2015,02000229,2015,Noria,Region 2,1.000000,2,-0.639200,protected well,25,43,0,0,0,dirt,natural,2
noria_2015:551,Noria 2015,02000230,2015,Noria,Region 3,0.333333,3,-1.087690,unprotected well,35,36,0,0,1,dirt,natural,2
noria_2015:552,Noria 2015,02000231,2015,Noria,Region 4,0.750000,4,-1.011690,unprotected well,17,59,0,0,1,dirt,natural,2
noria_2015:553,Noria 2015,02000232,2015,Noria,Region 1,1.000000,1,-1.671360,"river, dam, lake, pond, stream, canal or irrigation channel",34,33,0,0,1,dirt,natural,2
noria_2015:554,Noria 2015,02000233,2015,Noria,Region 2,0.500000,2,-1.529750,unprotected well,30,20,0,0,1,dirt,natural,3
noria_2015:555,Noria 2015,02000234,2015,Noria,Region 3,0.666667,3,-1.541370,protected well,43,39,0,0,0,dirt,natural,1
noria_2015:556,Noria 2015,02000235,2015,Noria,Region 4,0.000000,4,0.565290,unprotected well,33,52,0,0,1,cement,finished,2
noria_2015:557,Noria 2015,02000236,2015,Noria,Region 1,0.000000,1,0.148030,unprotected well,19,56,0,0,1,cement,finished,2
noria_2015:558,Noria 2015,02000237,2015,Noria,Region 2,0.000000,2,0.351260,public tap,37,42,0,1,0,cement,finished,3
noria_2015:559,Noria 2015,02000238,2015,Noria,Region 3,0.000000,3,0.579690,public tap,30,34,0,1,0,cement,finished,3
noria_2015:560,Noria 2015,02000239,2015,Noria,Region 4,0.500000,4,-1.127120,unprotected well,58,55,0,0,1,dirt,natural,3
noria_2015:561,Noria 2015,02000240,2015,Noria,Region 1,0.000000,1,-1.004610,public tap,31,45,0,1,0,dirt,natural,2
noria_2015:562,Noria 2015,02000241,2015,Noria,Region 2,1.000000,2,-0.723060,protected well,39,39,0,0,0,dirt,natural,3
noria_2015:563,Noria 2015,02000242,2015,Noria,Region 3,0.000000,3,1.464700,protected well,31,41,0,1,0,cement,finished,2
noria_2015:564,Noria 2015,02000243,2015,Noria,Region 4,0.250000,4,-0.565990,protected well,39,47,0,0,0,dirt,natural,2
noria_2015:565,Noria 2015,02000244,2015,Noria,Region 1,1.000000,1,-1.329600,protected well,23,53,1,0,0,dirt,natural,3
noria_2015:566,Noria 2015,02000245,2015,Noria,Region 2,0.500000,2,-0.358080,"river, dam, lake, pond, stream, canal or irrigation channel",46,46,0,0,1,dirt,finished,3
noria_2015:567,Noria 2015,02000246,2015,Noria,Region 3,0.333333,3,-1.535460,protected well,,26,0,0,0,dirt,natural,1
noria_2015:568,Noria 2015,02000247,2015,Noria,Region 4,0.250000,4,0.491800,piped on premises,0,40,0,1,0,cement,finished,1
noria_2015:569,Noria 2015,02000248,2015,Noria,Region 1,0.000000,1,0.764100,protected well,33,52,0,1,0,cement,finished,2
noria_2015:570,Noria 2015,02000249,2015,Noria,Region 2,0.000000,2,-0.471630,protected well,15,43,0,0,0,dirt,natural,3
noria_2015:571,Noria 2015,02000250,2015,Noria,Region 3,0.333333,3,2.117250,public tap,21,23,0,1,0,cement,finished,3
